Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
OG1562.nex	343	298	102214	5334	5.218	282	0.946	268	0.899	5381	1778	4040	6192	2652	5245	2090	7195	4845	9146	1757	3122	6614	2111	5548	8974	6588	9297	1645	2660	0	0	0	5067	0	0	267	0
OG1563.nex	343	331	113533	2964	2.611	276	0.834	263	0.795	5680	1592	6047	9803	2963	4814	1792	8987	7468	10419	2668	4819	3935	4552	7487	6993	5918	6126	2409	6097	0	0	0	2649	0	0	315	0
OG1564.nex	343	523	179389	17782	9.913	498	0.952	478	0.914	9200	602	11034	8827	9305	9863	3861	11553	7253	16737	2968	10453	6254	5851	6604	13617	7995	8545	3337	7748	0	0	0	10463	0	0	7319	0
OG1565.nex	343	666	228438	5048	2.21	602	0.904	568	0.853	14459	5136	10665	14381	10505	15511	5190	12983	12880	20623	5219	9411	10326	7106	9567	14052	11541	14201	6151	13483	0	0	0	4664	0	0	384	0
OG1566.nex	343	272	93296	3436	3.683	255	0.938	246	0.904	4523	539	5839	4780	4530	7189	2081	5455	10144	8174	651	3843	5927	2556	1128	6022	6057	5874	1169	3379	0	0	0	2992	0	0	444	0
OG1568.nex	343	1130	387590	1836	0.474	855	0.757	792	0.701	19274	6102	22541	20863	16780	31138	9753	22996	21129	34239	11045	18033	18568	16783	23441	26380	20574	27520	3318	15277	0	0	0	1131	0	0	705	0
OG1569.nex	343	357	122451	513	0.419	258	0.723	193	0.541	8524	686	6236	10574	4767	11650	1658	5735	7979	10268	2445	5935	4516	3469	6501	7619	6669	8565	2385	5757	0	0	0	0	0	0	513	0
OG1570.nex	343	369	126567	20606	16.281	350	0.949	329	0.892	5121	859	6726	6944	5658	5123	4300	7481	7937	8640	1175	6147	5534	2478	5149	6342	6054	6289	2351	5653	0	0	0	8120	0	0	12486	0
OG1571.nex	343	786	269598	15986	5.93	766	0.975	765	0.973	18823	1552	16178	22627	10929	12341	4228	16216	21203	27230	4147	11214	6079	8787	10692	21895	14042	16744	864	7821	0	0	0	10219	0	0	5767	0
OG1575.nex	343	838	287434	81392	28.317	809	0.965	790	0.943	11353	1334	13306	13736	8051	10977	6117	13397	13645	19069	3964	12172	11200	7210	8992	17093	11248	13444	2516	7218	0	0	0	45262	0	0	36130	0
OG1578.nex	343	412	141316	19462	13.772	402	0.976	398	0.966	8929	722	6986	9401	3764	5807	2355	7749	11973	12900	2648	7133	4481	4378	5917	9558	5746	6567	720	4120	0	0	0	14420	0	0	5042	0
OG1579.nex	343	368	126224	3839	3.041	323	0.878	296	0.804	10851	1369	8490	6113	6678	11748	1903	7617	6529	11576	1212	4844	5519	3765	2017	10228	8145	5729	1326	6726	0	0	0	3680	0	0	159	0
OG1580.nex	343	336	115248	4971	4.313	333	0.991	330	0.982	9709	492	3685	4816	5918	6590	1610	6882	7723	10837	5008	4171	5224	5738	5328	8173	6623	6906	1995	2849	0	0	0	3697	0	0	1274	0
OG1581.nex	343	504	172872	9048	5.234	486	0.964	476	0.944	9825	1770	10713	11590	7000	7939	4805	11566	10861	14393	3579	8692	6606	4982	10465	12475	7703	9364	1344	8152	0	0	0	3535	0	0	5513	0
OG1582.nex	343	434	148862	7914	5.316	420	0.968	412	0.949	7055	1116	11095	15359	6402	3426	2425	7197	13072	12610	2727	7252	6595	8631	6749	10853	5965	5094	1834	5491	0	0	0	4774	0	0	3140	0
OG1583.nex	343	660	226380	14858	6.563	626	0.948	618	0.936	9166	1967	10773	20436	6463	8088	5332	13896	19507	21868	4208	14884	3568	12412	11561	20142	12840	9072	758	4581	0	0	0	7921	0	0	6937	0
OG1584.nex	343	2267	777581	520268	66.909	2058	0.908	1900	0.838	15025	2357	12989	12477	13074	16488	4004	19233	15742	28070	6004	13000	11956	9412	10162	25730	16086	15986	2899	6619	0	0	0	337784	0	0	182484	0
OG1585.nex	343	909	311787	5791	1.857	698	0.768	651	0.716	21569	2492	16449	23400	15316	19292	11136	16480	18394	26066	4606	11740	16243	13613	15348	22044	16788	19007	5127	10886	0	0	0	5456	0	0	335	0
OG1586.nex	343	936	321048	8274	2.577	759	0.811	705	0.753	22695	2141	22792	25139	14826	25598	6596	18015	26254	25586	3106	14244	10632	9708	12888	18337	15569	24004	3147	11497	0	0	0	7488	0	0	786	0
OG1587.nex	343	2394	821142	26581	3.237	2377	0.993	2366	0.988	45581	9845	42435	54681	40107	23937	16250	59477	55202	105630	16048	40660	21491	29328	39779	72582	40131	48886	6559	25952	0	0	0	9580	0	0	17001	0
OG1589.nex	343	1981	679483	22196	3.267	1572	0.794	1451	0.732	50594	12704	38512	43101	23295	56008	15544	42964	40522	58336	14547	30140	29351	19443	36364	40319	33610	45066	7442	19425	0	0	0	21815	0	0	381	0
OG1591.nex	343	277	95011	2954	3.109	213	0.769	187	0.675	8612	124	6244	7898	2378	3552	992	6214	6679	8762	1236	2501	4414	4781	6423	8267	4712	4209	684	3375	0	0	0	2770	0	0	184	0
OG1593.nex	343	293	100499	3157	3.141	267	0.911	254	0.867	6605	981	6838	8542	3006	2680	1426	7010	8831	12759	1864	5446	4151	5384	5369	4978	3089	5262	377	2744	0	0	0	2934	0	0	223	0
OG1595.nex	343	527	180761	5229	2.893	443	0.841	411	0.78	16704	1147	8281	10462	10265	11983	2750	10775	11475	13613	2218	10075	8326	6404	6132	12557	10601	12043	2042	7679	0	0	0	4744	0	0	485	0
OG1596.nex	343	437	149891	5208	3.475	362	0.828	332	0.76	9853	2952	8128	9202	8934	5416	2762	9908	11802	11686	4929	4512	9065	3743	6324	7831	7443	11182	2551	6460	0	0	0	4808	0	0	400	0
OG1597.nex	343	1242	426006	25035	5.877	1111	0.895	1053	0.848	28484	2937	25610	25812	17006	27566	8291	22852	27113	45627	5943	21103	16284	13926	15407	28782	21219	26349	4773	15887	0	0	0	22377	0	0	2658	0
OG1598.nex	343	1114	382102	57973	15.172	1028	0.923	991	0.89	17099	1927	18601	25260	18454	16132	7135	20682	26586	33498	6680	15410	14576	12040	15424	21899	14472	20839	3482	13933	0	0	0	55701	0	0	2272	0
OG1600.nex	343	601	206143	11258	5.461	592	0.985	585	0.973	12378	1750	11885	12802	6396	6891	3984	12216	16778	20266	4285	12027	8747	8468	8071	19158	11060	10565	727	6431	0	0	0	4210	0	0	7048	0
OG1602.nex	343	548	187964	29444	15.665	513	0.936	492	0.898	6435	434	10551	11184	9488	5103	3789	10543	13237	18951	2162	8562	7170	4867	7991	11431	7450	9280	3048	6844	0	0	0	29045	0	0	399	0
OG1603.nex	343	498	170814	4112	2.407	404	0.811	376	0.755	12952	607	11143	11293	9329	8857	2560	10703	12878	14963	2218	7102	5925	5684	6116	13960	10209	11994	1321	6888	0	0	0	2997	0	0	1115	0
OG1605.nex	343	382	131026	6596	5.034	326	0.853	300	0.785	6007	1779	9007	9344	4260	8719	5598	8930	8294	13414	2371	4574	5237	3796	5807	6836	5040	7918	2671	4828	0	0	0	6115	0	0	481	0
OG1606.nex	343	881	302183	7453	2.466	830	0.942	807	0.916	17463	4119	17908	21323	11660	12917	6289	22084	22687	36031	5786	13985	7950	11520	10682	25488	16025	20674	1992	8147	0	0	0	5289	0	0	2164	0
OG1607.nex	343	522	179046	9194	5.135	483	0.925	464	0.889	15000	514	12008	12979	4082	9511	1718	9034	17906	15288	2609	7781	8056	6289	9516	13783	7943	10985	1736	3114	0	0	0	3132	0	0	6062	0
OG1608.nex	343	467	160181	6523	4.072	409	0.876	398	0.852	12667	742	9434	10191	4273	10031	3353	10071	8669	14087	2597	7786	5637	4524	8029	12742	11232	11039	1886	4668	0	0	0	4203	0	0	2320	0
OG1609.nex	343	561	192423	14591	7.583	507	0.904	484	0.863	10487	2154	10493	12060	7924	9150	3561	12207	15708	16042	3645	7699	9393	6644	8827	10260	9657	13313	2494	6114	0	0	0	11782	0	0	2809	0
OG1611.nex	343	356	122108	5505	4.508	315	0.885	292	0.82	3903	999	7574	5846	7050	6599	4447	7935	10134	11808	2902	5800	4024	2610	7230	8643	5901	6051	741	6406	0	0	0	4984	0	0	521	0
OG1613.nex	343	2575	883225	163300	18.489	2555	0.992	2515	0.977	46777	7323	36157	44249	38850	23810	14540	51219	43194	92683	13466	40372	33119	39803	25878	58949	36160	45464	6163	21749	0	0	0	23188	0	0	140112	0
OG1614.nex	343	1664	570752	25677	4.499	1650	0.992	1621	0.974	33044	3238	39624	41680	22988	31319	9056	36518	52215	49550	6797	25662	15094	18055	20962	48783	27867	48110	3216	11297	0	0	0	6665	0	0	19012	0
OG1615.nex	343	273	93639	1232	1.316	245	0.897	230	0.842	5261	810	4544	3705	7086	4461	4862	6796	3833	9179	1908	3160	4890	3767	3498	4392	5492	6083	2375	6305	0	0	0	1093	0	0	139	0
OG1616.nex	343	2681	919583	150127	16.326	2654	0.99	2623	0.978	41314	11710	43657	45337	36364	26090	16939	57865	53710	96118	16679	41236	23822	31097	35806	69141	40835	42686	10133	28917	0	0	0	13413	0	0	136714	0
OG1617.nex	343	301	103243	25154	24.364	247	0.821	237	0.787	7382	1195	4563	5395	3742	3842	2481	5846	5218	6670	1863	3605	2299	2468	2645	6339	4783	5667	545	1541	0	0	0	24985	0	0	169	0
OG1618.nex	343	548	187964	6052	3.22	421	0.768	393	0.717	18080	1658	10400	14117	6390	13996	2885	9413	12184	17481	5335	6501	7339	5633	9548	11106	11044	12490	1402	4910	0	0	0	5480	0	0	572	0
OG1619.nex	343	291	99813	1124	1.126	234	0.804	225	0.773	8246	1002	1685	4911	4580	11973	341	6790	7327	7914	2940	4566	2917	3992	4906	6065	6286	7547	2219	2482	0	0	0	873	0	0	251	0
OG1620.nex	343	626	214718	33624	15.66	561	0.896	535	0.855	12889	1074	15205	17839	6415	8880	2652	7974	24159	16087	5220	8012	5506	7496	10944	8949	7468	9447	1955	2923	0	0	0	32553	0	0	1071	0
OG1621.nex	343	967	331681	14152	4.267	784	0.811	731	0.756	24764	4813	15739	21137	11117	23707	6905	23269	20070	29690	7102	11330	11956	8038	13479	22561	22444	26660	3129	9619	0	0	0	13543	0	0	609	0
OG1622.nex	343	617	211631	6483	3.063	466	0.755	434	0.703	8752	1954	14611	12942	10823	6268	7066	11543	15463	20827	3188	11982	10544	7555	10732	15270	8040	11199	3057	13332	0	0	0	6170	0	0	313	0
OG1623.nex	343	317	108731	753	0.693	313	0.987	302	0.953	7376	1314	6113	6770	4622	5581	2143	9937	5990	9662	1882	5577	4310	3305	5908	7911	6554	9695	413	2915	0	0	0	317	0	0	436	0
OG1624.nex	343	915	313845	12260	3.906	864	0.944	845	0.923	15472	1738	21486	18899	16628	18223	8375	19652	17288	24374	6222	16823	14935	8771	13043	22610	17042	18204	6393	15407	0	0	0	5499	0	0	6761	0
OG1625.nex	343	1222	419146	14260	3.402	1114	0.912	1071	0.876	21811	3557	27923	26260	19543	18726	12277	25082	27066	36423	10106	19793	16183	15993	29569	31236	17715	23327	8074	14222	0	0	0	7335	0	0	6925	0
OG1626.nex	343	325	111475	23359	20.954	229	0.705	204	0.628	8147	613	3698	5473	2727	15983	1960	5259	4762	4816	1716	1542	4375	1794	8851	4270	2254	7551	284	2041	0	0	0	19175	0	0	4184	0
OG1627.nex	343	1193	409199	74191	18.131	1158	0.971	1135	0.951	22652	1276	18848	20105	14391	28313	3581	13286	20598	22083	7175	16593	27108	23775	13743	29381	23909	17383	3355	7453	0	0	0	14317	0	0	59874	0
OG1629.nex	343	459	157437	45012	28.59	344	0.749	319	0.695	10714	1074	4932	9308	3539	12125	3156	9017	9738	8335	2007	4468	3694	2828	3285	5210	6087	9698	383	2827	0	0	0	44982	0	0	30	0
OG1632.nex	343	898	308014	4975	1.615	724	0.806	646	0.719	20730	2268	16675	18453	12486	15489	6637	19766	21507	37657	7313	13844	13299	12742	15260	23516	13552	19007	1710	11128	0	0	0	4495	0	0	480	0
OG1633.nex	343	361	123823	4504	3.637	293	0.812	270	0.748	14358	383	2568	4719	3101	9022	2851	5105	10795	8453	1078	5498	5595	4774	8754	9733	6711	12165	1571	2085	0	0	0	2888	0	0	1616	0
OG1634.nex	343	668	229124	3393	1.481	598	0.895	586	0.877	13915	2797	14058	13436	9762	11884	5733	14764	15296	24192	4609	9419	9570	8452	11130	14759	11053	16297	5463	9142	0	0	0	2674	0	0	719	0
OG1635.nex	343	256	87808	2133	2.429	202	0.789	180	0.703	8797	43	4069	6811	2626	4696	1139	6803	5115	8552	986	2547	2774	5078	6020	5674	4816	6914	344	1871	0	0	0	2049	0	0	84	0
OG1636.nex	343	1094	375242	72233	19.25	1084	0.991	1078	0.985	14674	3342	18172	18796	18858	10114	4406	27037	18311	41246	6521	22557	8162	14690	8734	24467	14670	18009	1851	8392	0	0	0	45951	0	0	26282	0
OG1638.nex	343	614	210602	7668	3.641	515	0.839	488	0.795	17336	2018	15582	21748	8533	10622	2816	10046	18525	15773	3506	9400	9102	7001	11168	12821	9519	11795	379	5244	0	0	0	619	0	0	7049	0
OG1639.nex	343	278	95354	2372	2.488	273	0.982	271	0.975	11831	50	4931	2746	4971	7759	1352	3013	7283	9610	114	5029	3557	2228	1343	8983	7104	7233	602	3243	0	0	0	2231	0	0	141	0
OG1641.nex	343	895	306985	29606	9.644	887	0.991	874	0.977	16171	1697	24386	24726	10139	13246	3520	16343	29227	29423	5958	14989	7531	10577	13860	22169	11307	13526	2369	6215	0	0	0	8958	0	0	20648	0
OG1642.nex	343	968	332024	1938	0.584	813	0.84	762	0.787	22299	3299	22943	23941	19622	20743	4874	21130	24715	32569	4202	17415	16126	12305	10193	21642	16909	22124	2363	10672	0	0	0	970	0	0	968	0
OG1644.nex	343	375	128625	6915	5.376	349	0.931	340	0.907	7482	1004	6567	8298	6931	8403	3311	7717	7839	6420	2996	6606	5313	3886	2696	8657	10330	10370	2421	4463	0	0	0	5625	0	0	1290	0
OG1646.nex	343	744	255192	3311	1.297	650	0.874	623	0.837	17887	2168	16927	19423	11085	11747	5719	13995	22984	22489	4121	12722	9671	11603	9703	20116	11608	14908	4719	8286	0	0	0	747	0	0	2564	0
OG1648.nex	343	1085	372155	126909	34.101	1061	0.978	1044	0.962	12109	7010	15621	14091	9821	9806	6555	16467	10563	30896	5253	16586	9480	12350	16672	17548	13557	13733	1279	5849	0	0	0	22787	0	0	104122	0
OG1649.nex	343	1226	420518	25642	6.098	1209	0.986	1194	0.974	18441	11475	20396	23056	23920	14895	11246	30988	24294	45309	10196	19403	13123	14161	19591	30737	20037	22715	4278	16615	0	0	0	22078	0	0	3564	0
OG1650.nex	343	384	131712	3262	2.477	342	0.891	308	0.802	11932	1009	6805	6391	5359	9154	3721	7939	8029	12444	1963	6274	6247	5045	5128	9512	6530	8318	2145	4505	0	0	0	3073	0	0	189	0
OG1651.nex	343	533	182819	3146	1.721	382	0.717	349	0.655	17918	1722	10861	15814	4894	17088	889	13528	14808	15884	2145	6953	5238	5111	7324	10521	11729	15240	22	1984	0	0	0	2665	0	0	481	0
OG1652.nex	343	878	301154	12867	4.273	840	0.957	824	0.938	16053	9944	15004	18903	13227	11286	8205	19043	23344	31818	5796	14602	9680	10557	13903	24183	14380	15588	2638	10133	0	0	0	8781	0	0	4086	0
OG1653.nex	343	629	215747	7452	3.454	559	0.889	529	0.841	11701	1932	13187	20516	10965	9212	4418	10590	26413	17327	3935	9936	9139	8189	11076	8878	9461	12112	3199	6109	0	0	0	6919	0	0	533	0
OG1655.nex	343	1111	381073	4791	1.257	1067	0.96	1044	0.94	23256	2679	31566	36372	19545	14648	8025	24558	27409	37401	5948	17759	11433	14932	20839	22916	15289	23754	3282	14671	0	0	0	4447	0	0	344	0
OG1656.nex	343	615	210945	3137	1.487	390	0.634	350	0.569	17285	2047	11656	15424	7660	17026	2735	13210	12466	15684	4848	6412	10004	6445	9230	18094	11631	15567	1892	8492	0	0	0	1846	0	0	1291	0
OG1657.nex	343	426	146118	4796	3.282	399	0.937	380	0.892	8382	2726	4374	3467	13701	10996	3336	13348	4892	17150	4140	4799	6823	4201	3568	8282	8369	11840	2292	4636	0	0	0	4260	0	0	536	0
OG1658.nex	343	314	107702	1167	1.084	279	0.889	264	0.841	8769	1259	7559	3870	2768	7651	2670	5923	5835	10103	1310	4532	2915	3117	3971	11733	8162	8064	3967	2357	0	0	0	314	0	0	853	0
OG1659.nex	343	693	237699	6126	2.577	564	0.814	535	0.772	13443	1426	16091	14500	13520	16515	9052	12541	12510	21790	5617	12752	9820	5824	10602	14629	10952	12436	4432	13121	0	0	0	2775	0	0	3351	0
OG1660.nex	343	388	133084	4141	3.112	370	0.954	356	0.918	10717	3043	6282	5901	6509	9004	3401	12689	8403	11328	880	9436	4410	4668	6378	8497	5217	7552	788	3840	0	0	0	3880	0	0	261	0
OG1661.nex	343	385	132055	1272	0.963	290	0.753	247	0.642	10063	573	5088	6861	4934	10448	5477	5189	14867	7639	1976	3255	4821	2838	10608	7239	9807	12822	2332	3946	0	0	0	1155	0	0	117	0
OG1662.nex	343	1123	385189	157449	40.876	977	0.87	820	0.73	18718	2915	12966	18346	9480	12766	4206	12205	19695	17438	3787	7803	12093	8310	8691	15822	13088	18371	4298	6742	0	0	0	30321	0	0	127128	0
OG1663.nex	343	1388	476084	25799	5.419	1373	0.989	1364	0.983	21863	7075	26123	24209	23019	18203	8701	34473	28210	52190	8183	24635	18726	14067	19747	42617	26648	29544	5278	16774	0	0	0	8328	0	0	17471	0
OG1664.nex	343	1045	358435	9282	2.59	1021	0.977	1005	0.962	19003	3486	24565	30167	17385	17155	6329	22341	24947	33915	6238	16860	14219	11082	11429	30143	21069	21385	3962	13473	0	0	0	3149	0	0	6133	0
OG1665.nex	343	461	158123	2883	1.823	376	0.816	347	0.753	12425	2136	8450	9665	4887	9983	3704	13851	11006	14561	3316	7006	5352	4950	5920	11005	9367	13529	743	3384	0	0	0	2767	0	0	116	0
OG1666.nex	343	1433	491519	30459	6.197	1428	0.997	1420	0.991	22617	7063	25644	28157	24746	14131	8310	38277	29029	69761	8254	22228	14992	15314	16337	44166	22201	28472	7149	14212	0	0	0	25798	0	0	4661	0
OG1667.nex	343	321	110103	5444	4.944	242	0.754	220	0.685	11756	775	6398	8709	4274	5635	874	7737	9754	10094	941	3193	2914	2650	3142	7552	6909	7074	564	3714	0	0	0	5136	0	0	308	0
OG1668.nex	343	706	242158	27330	11.286	632	0.895	605	0.857	11239	2388	13745	15167	9986	8624	4191	14288	19098	25249	6148	11479	6358	9939	10470	14480	10448	12838	1318	7375	0	0	0	26124	0	0	1206	0
OG1669.nex	343	169	57967	1903	3.283	153	0.905	151	0.893	2171	278	3681	5147	2873	2913	1319	3687	4776	5108	315	3095	2125	1278	2123	3775	3427	4113	2627	1233	0	0	0	1863	0	0	40	0
OG1671.nex	343	493	169099	1388	0.821	357	0.724	324	0.657	8466	1117	10680	9834	7311	10959	4744	11380	12393	18364	2757	11153	6466	5264	7646	12247	9476	12801	1025	3628	0	0	0	986	0	0	402	0
OG1673.nex	343	431	147833	5279	3.571	402	0.933	396	0.919	6624	1677	7887	6825	7469	7283	3446	11421	10035	18715	3014	6182	7326	3955	5507	9807	6083	10972	2690	5636	0	0	0	2158	0	0	3121	0
OG1674.nex	343	209	71687	2638	3.68	178	0.852	173	0.828	6948	434	3630	4476	3546	6016	702	6545	5420	6178	634	2615	1723	2265	2243	5110	3567	4232	9	2756	0	0	0	2508	0	0	130	0
OG1675.nex	343	542	185906	4726	2.542	383	0.707	347	0.64	15464	2880	13395	11905	7736	11326	5717	11683	12899	15522	3646	4677	8821	4214	8902	11820	9598	9532	3624	7819	0	0	0	4344	0	0	382	0
OG1676.nex	343	497	170471	2929	1.718	484	0.974	480	0.966	14088	437	7936	12676	6906	7582	2184	8902	11120	19837	2506	9067	6464	13681	5178	16146	10330	8846	1645	2011	0	0	0	2487	0	0	442	0
OG1677.nex	343	231	79233	1533	1.935	227	0.983	218	0.944	3881	347	6714	5658	3969	4089	1125	6736	4509	7772	1549	4561	2086	3136	1948	7029	3571	5096	2398	1526	0	0	0	1155	0	0	378	0
OG1678.nex	343	871	298753	23970	8.023	851	0.977	827	0.949	13972	12697	16627	18486	11367	11994	7142	13880	23702	22492	5716	13059	13289	8926	15964	19787	12569	14546	5487	13081	0	0	0	13942	0	0	10028	0
OG1679.nex	343	2355	807765	165354	20.471	2253	0.957	2064	0.876	41492	8596	35295	37760	34711	27433	14942	45538	41180	75184	13254	31167	23399	22225	27729	61467	33920	39111	5398	22610	0	0	0	7068	0	0	158286	0
OG1680.nex	343	419	143717	5998	4.173	364	0.869	327	0.78	7347	1245	9572	9006	5589	9794	3267	10915	10117	12489	2922	4826	6404	3810	5480	9215	7471	9322	708	8220	0	0	0	5866	0	0	132	0
OG1681.nex	343	750	257250	7161	2.784	530	0.707	485	0.647	11771	1477	16478	17604	14027	16252	5010	11894	13165	18460	3720	12723	12559	13019	17894	16774	18886	15753	4343	8280	0	0	0	4500	0	0	2661	0
OG1683.nex	343	514	176302	4572	2.593	444	0.864	424	0.825	10704	3575	9656	9066	8262	13656	3318	13015	9944	17387	3808	5808	8403	3654	10060	12800	8121	10672	1052	8769	0	0	0	3599	0	0	973	0
OG1684.nex	343	461	158123	5560	3.516	398	0.863	376	0.816	11538	1322	8244	10594	5712	15585	3708	10166	13105	11041	2462	6258	4508	3644	4779	9093	8504	14819	1180	6301	0	0	0	4610	0	0	950	0
OG1685.nex	343	407	139601	6446	4.617	329	0.808	302	0.742	12479	2316	6398	9585	3852	10694	4038	9195	9014	14385	2078	4941	6291	3410	4598	8371	5707	10237	1054	4512	0	0	0	5698	0	0	748	0
OG1686.nex	343	501	171843	10816	6.294	450	0.898	438	0.874	10518	1985	9807	14015	8115	9624	3179	10864	15678	9990	4325	8397	7517	5443	9067	9795	7165	7945	1473	6125	0	0	0	3515	0	0	7301	0
OG1687.nex	343	452	155036	5535	3.57	394	0.872	358	0.792	7101	958	11675	8193	7057	9540	2862	11343	9395	14351	3203	7690	7794	4368	6190	13320	7969	9836	1562	5094	0	0	0	4974	0	0	561	0
OG1689.nex	343	400	137200	12203	8.894	368	0.92	346	0.865	11450	3351	4653	3911	8691	13481	1962	9368	2981	12631	3503	4864	3278	2381	4121	8118	5277	10083	4847	6046	0	0	0	12001	0	0	202	0
OG1690.nex	343	490	168070	6830	4.064	412	0.841	391	0.798	10014	2637	9132	8439	8094	10141	5348	9744	8546	12162	3866	8229	9038	6905	9731	11667	8953	10402	1383	6809	0	0	0	1961	0	0	4869	0
OG1691.nex	343	442	151606	2843	1.875	255	0.577	211	0.477	14823	3609	8583	9968	5881	12055	4424	9939	9789	13508	3780	5399	4486	4751	4603	7141	7934	12447	1340	4303	0	0	0	2652	0	0	191	0
OG1692.nex	343	199	68257	4076	5.972	153	0.769	143	0.719	6965	212	1503	3261	2597	4302	1462	2059	8528	5894	803	1479	2594	1621	5485	3543	2440	6151	329	2953	0	0	0	3980	0	0	96	0
OG1693.nex	343	328	112504	2381	2.116	302	0.921	294	0.896	5549	463	4921	7435	3064	4236	3298	6734	13234	11135	3696	5617	5312	4316	7451	7953	5958	8025	38	1688	0	0	0	1645	0	0	736	0
OG1695.nex	343	413	141659	7106	5.016	359	0.869	347	0.84	7621	2927	3920	4233	12886	7930	3299	13382	7691	15866	2984	5515	4672	4475	3016	8315	9081	9191	1846	5703	0	0	0	6197	0	0	909	0
OG1696.nex	343	314	107702	3194	2.966	245	0.78	229	0.729	11382	902	3439	6197	3994	12181	1823	9351	6953	6644	1861	3197	6098	4689	3823	5603	7473	7184	3	1711	0	0	0	2827	0	0	367	0
OG1697.nex	343	298	102214	1491	1.459	250	0.839	225	0.755	7545	1447	6341	9715	3783	5982	2039	6000	5476	11411	2371	2746	3915	3885	4845	5660	5157	7369	610	4426	0	0	0	596	0	0	895	0
OG1699.nex	343	1088	373184	9178	2.459	1066	0.98	1048	0.963	23524	6788	21483	27713	15397	13791	7310	26085	25722	47055	9566	18932	8347	15822	14145	29236	18279	22250	2036	10525	0	0	0	5440	0	0	3738	0
OG1700.nex	343	1294	443842	23656	5.33	1239	0.957	1217	0.94	23234	3928	26898	45459	11579	12236	7089	30070	41723	45173	7884	26664	4404	24973	21527	34994	22919	18379	1235	9818	0	0	0	10365	0	0	13291	0
OG1701.nex	343	328	112504	5384	4.786	325	0.991	323	0.985	5028	1695	6509	7572	5672	5368	1518	7520	9770	10635	1542	4957	3984	3769	5199	6840	6033	6279	2024	5206	0	0	0	4592	0	0	792	0
OG1703.nex	343	1438	493234	29306	5.942	1253	0.871	1207	0.839	27385	1734	36420	41131	15040	22598	8722	24992	44690	43685	9805	24485	17771	17482	28796	33582	20382	22887	6660	15681	0	0	0	2877	0	0	26429	0
OG1704.nex	343	587	201341	4220	2.096	524	0.893	500	0.852	12083	1550	12564	12358	9459	16188	4445	11174	13819	17672	6160	9580	8183	4903	9026	14583	9433	11659	4874	7408	0	0	0	2935	0	0	1285	0
OG1706.nex	343	553	189679	3029	1.597	429	0.776	408	0.738	10094	3555	10945	12815	8369	11403	4066	10684	13490	16883	2140	13059	8584	6438	7286	10904	10825	11638	4406	9066	0	0	0	2767	0	0	262	0
OG1707.nex	343	405	138915	35387	25.474	381	0.941	371	0.916	5805	2413	7749	6029	5008	8128	3685	6683	6200	8589	1847	5106	3615	3166	5183	7238	5637	7216	834	3397	0	0	0	32805	0	0	2582	0
OG1708.nex	343	449	154007	9152	5.943	435	0.969	431	0.96	8862	2565	7681	7901	8940	4617	5404	10967	7428	19328	2971	8970	4812	5097	5532	11532	7073	8649	1868	4658	0	0	0	5837	0	0	3315	0
OG1709.nex	343	629	215747	1725	0.8	518	0.824	477	0.758	17290	2621	12610	14794	6990	12265	2124	15229	14417	24662	5018	8023	12470	5767	14250	14758	11294	15359	1100	2981	0	0	0	681	0	0	1044	0
OG1710.nex	343	2597	890771	182279	20.463	2109	0.812	1980	0.762	54203	5102	39227	53314	27524	47857	15102	48281	42032	63082	13408	31133	33062	24749	38334	52672	36357	51823	7771	23459	0	0	0	75320	0	0	106959	0
